price,host_acceptance_rate,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,instant_bookable,host_total_listings_count,accommodates,bathrooms,beds,review_scores_rating,room_type,neighbourhood,rating_range
1163.0,0.78,0.75,f,t,t,f,16,5,1.0,3.0,4.18,Private room,Yau Tsim Mong,"[4,5]"
350.0,0.5,1.0,f,t,t,f,17,2,1.5,2.0,4.84,Entire home/apt,Sham Shui Po,"[4,5]"
350.0,0.5,1.0,f,t,t,f,17,2,1.5,2.0,4.73,Entire home/apt,Sham Shui Po,"[4,5]"
920.25,1.0,1.0,t,t,t,f,13,8,1.0,4.0,4.7,Entire home/apt,Yau Tsim Mong,"[4,5]"
364.0,,,f,t,f,f,7,2,1.0,2.0,4.83,Private room,Yau Tsim Mong,"[4,5]"
883.0,,,f,t,f,f,5,3,1.0,2.0,4.5,Private room,Yau Tsim Mong,"[4,5]"
600.0,0.0,,f,t,t,f,3,2,1.0,1.0,4.0,Private room,Wan Chai,"[3,4]"
903.0,0.78,0.75,f,t,t,f,16,5,1.0,3.0,4.18,Private room,Yau Tsim Mong,"[4,5]"
920.25,1.0,1.0,t,t,t,f,13,8,1.0,4.0,4.85,Entire home/apt,Yau Tsim Mong,"[4,5]"
1800.0,0.75,0.5,f,t,t,f,12,4,1.0,2.0,4.0,Entire home/apt,Central & Western,"[3,4]"
769.0,0.4,1.0,f,t,t,f,9,2,1.0,2.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
1771.0,0.94,1.0,f,t,t,f,4,4,1.0,3.0,4.71,Entire home/apt,Wan Chai,"[4,5]"
1500.0,0.46,1.0,t,t,t,f,18,4,1.0,3.0,4.83,Entire home/apt,Sai Kung,"[4,5]"
1000.0,,,f,t,t,f,4,2,1.0,1.0,,Private room,Yau Tsim Mong,
1557.0,,,f,t,t,f,6,2,1.0,1.0,1.0,Private room,Yau Tsim Mong,"[0,1]"
600.0,1.0,1.0,f,t,t,t,20,4,1.0,4.0,4.44,Private room,Yau Tsim Mong,"[4,5]"
486.0,1.0,1.0,f,t,t,f,20,2,1.0,2.0,4.17,Private room,Yau Tsim Mong,"[4,5]"
1586.0,0.31,0.81,f,t,t,f,31,3,1.0,2.0,5.0,Private room,Sai Kung,"[4,5]"
662.0,0.96,1.0,f,t,t,f,2,2,1.0,1.0,4.69,Entire home/apt,Yau Tsim Mong,"[4,5]"
686.0,0.83,0.67,f,t,t,f,47,2,1.0,2.0,4.33,Private room,Yau Tsim Mong,"[4,5]"
594.0,0.98,1.0,f,t,t,f,1,3,1.0,1.0,4.68,Entire home/apt,Islands,"[4,5]"
662.0,1.0,0.83,f,t,t,f,59,2,1.0,2.0,4.08,Private room,Yau Tsim Mong,"[4,5]"
320.0,1.0,1.0,f,t,t,t,20,1,1.0,1.0,4.11,Private room,Yau Tsim Mong,"[4,5]"
1578.0,1.0,1.0,t,t,t,f,13,8,1.0,4.0,4.82,Entire home/apt,Yau Tsim Mong,"[4,5]"
593.0,1.0,1.0,t,t,t,t,46,2,1.0,1.0,4.33,Private room,Yau Tsim Mong,"[4,5]"
333.0,0.99,1.0,t,t,t,t,11,1,0.0,1.0,4.62,Shared room,Yau Tsim Mong,"[4,5]"
1170.0,0.0,0.0,f,t,t,f,1,3,1.0,2.0,,Entire home/apt,Wan Chai,
646.0,0.93,1.0,f,t,t,f,32,2,1.0,1.0,4.7,Private room,Yau Tsim Mong,"[4,5]"
920.25,0.93,1.0,f,t,t,f,32,2,1.0,2.0,4.62,Private room,Yau Tsim Mong,"[4,5]"
1404.0,1.0,1.0,t,t,t,f,13,8,1.0,5.0,4.75,Entire home/apt,Yau Tsim Mong,"[4,5]"
440.0,1.0,0.97,f,t,t,t,39,1,1.0,1.0,4.3,Entire home/apt,Yau Tsim Mong,"[4,5]"
920.25,0.93,1.0,f,t,t,f,32,3,1.0,2.0,4.42,Entire home/apt,Yau Tsim Mong,"[4,5]"
600.0,0.0,,f,t,f,f,4,2,1.0,3.0,4.0,Private room,Tsuen Wan,"[3,4]"
658.0,1.0,1.0,t,t,t,t,46,3,1.0,2.0,4.42,Private room,Yau Tsim Mong,"[4,5]"
570.0,1.0,1.0,t,t,t,t,46,2,1.0,2.0,4.45,Hotel room,Yau Tsim Mong,"[4,5]"
817.0,1.0,1.0,t,t,t,t,46,4,1.0,2.0,4.21,Private room,Yau Tsim Mong,"[4,5]"
546.0,1.0,1.0,t,t,t,t,46,2,1.0,1.0,4.44,Private room,Yau Tsim Mong,"[4,5]"
379.0,0.4,1.0,f,t,t,f,9,2,1.0,1.0,4.33,Private room,Yau Tsim Mong,"[4,5]"
1285.0,,,f,t,t,f,2,1,1.0,1.0,4.38,Private room,Sha Tin,"[4,5]"
570.0,1.0,1.0,t,t,t,t,46,2,1.0,2.0,4.43,Private room,Yau Tsim Mong,"[4,5]"
1934.0,0.9,1.0,f,t,t,f,4,4,1.5,1.0,4.76,Entire home/apt,Central & Western,"[4,5]"
1819.0,0.9,1.0,f,t,t,f,4,4,1.5,3.0,4.61,Entire home/apt,Wong Tai Sin,"[4,5]"
573.0,1.0,1.0,t,t,t,t,46,2,1.0,2.0,4.75,Hotel room,Yau Tsim Mong,"[4,5]"
177.0,0.84,1.0,t,t,t,f,16,10,2.0,10.0,4.78,Shared room,Yau Tsim Mong,"[4,5]"
593.0,0.4,1.0,f,t,t,f,9,2,1.0,1.0,3.0,Private room,Yau Tsim Mong,"[2,3]"
677.0,0.4,1.0,f,t,t,f,9,2,1.0,2.0,4.2,Private room,Yau Tsim Mong,"[4,5]"
343.0,0.94,1.0,f,t,t,f,10,2,1.0,1.0,4.0,Private room,Yau Tsim Mong,"[3,4]"
1047.0,0.83,1.0,f,t,t,f,13,5,1.0,3.0,3.86,Private room,Yau Tsim Mong,"[3,4]"
550.0,0.83,1.0,f,t,t,f,13,2,1.0,2.0,4.48,Private room,Yau Tsim Mong,"[4,5]"
693.0,0.83,1.0,f,t,t,f,13,3,1.0,2.0,3.6,Private room,Yau Tsim Mong,"[3,4]"
976.0,0.92,1.0,t,t,t,f,10,3,1.0,2.0,4.96,Entire home/apt,Wan Chai,"[4,5]"
1718.0,1.0,1.0,t,t,t,f,10,8,2.0,4.0,4.78,Entire home/apt,Yau Tsim Mong,"[4,5]"
321.0,0.96,1.0,f,t,t,f,3,1,1.0,1.0,4.62,Private room,Central & Western,"[4,5]"
506.0,1.0,0.97,f,t,t,t,39,2,1.5,1.0,4.27,Private room,Yau Tsim Mong,"[4,5]"
310.0,0.45,0.9,f,t,t,f,69,1,1.0,,5.0,Entire home/apt,Yau Tsim Mong,"[4,5]"
594.0,0.43,0.97,f,t,t,f,126,2,1.0,1.0,4.42,Entire home/apt,Central & Western,"[4,5]"
679.0,0.92,1.0,t,t,t,t,30,2,1.0,2.0,4.61,Private room,Yau Tsim Mong,"[4,5]"
920.25,0.97,0.93,f,t,t,f,9,2,1.0,1.0,4.36,Entire home/apt,Central & Western,"[4,5]"
899.0,0.33,1.0,f,t,t,f,5,2,1.0,1.0,4.9,Entire home/apt,Wan Chai,"[4,5]"
671.0,0.92,1.0,t,t,t,t,30,2,1.5,1.0,4.55,Private room,Yau Tsim Mong,"[4,5]"
576.0,0.93,1.0,f,t,t,f,32,2,1.0,1.0,4.75,Hotel room,Yau Tsim Mong,"[4,5]"
1657.0,,,f,t,t,f,1,2,1.0,2.0,,Entire home/apt,Central & Western,
529.0,0.78,1.0,t,t,t,t,8,2,1.0,2.0,4.04,Private room,Yau Tsim Mong,"[4,5]"
196.0,0.45,0.9,f,t,t,f,69,1,1.0,1.0,4.0,Entire home/apt,Yau Tsim Mong,"[3,4]"
572.0,0.8,1.0,f,t,t,f,1,2,1.5,1.0,5.0,Entire home/apt,Wan Chai,"[4,5]"
867.0,1.0,1.0,f,t,t,t,20,5,1.0,3.0,4.4,Private room,Yau Tsim Mong,"[4,5]"
500.0,1.0,1.0,f,t,t,t,1,1,1.0,1.0,4.89,Private room,Central & Western,"[4,5]"
920.25,1.0,1.0,f,t,t,f,3,6,2.0,4.0,4.96,Entire home/apt,Central & Western,"[4,5]"
707.0,0.92,1.0,t,t,t,t,30,3,1.0,2.0,4.65,Private room,Yau Tsim Mong,"[4,5]"
663.0,0.92,1.0,t,t,t,t,30,2,1.0,2.0,4.67,Private room,Yau Tsim Mong,"[4,5]"
665.0,0.92,1.0,t,t,t,t,30,2,1.0,1.0,4.6,Private room,Yau Tsim Mong,"[4,5]"
377.0,1.0,0.97,f,t,t,t,39,2,1.5,1.0,3.91,Private room,Yau Tsim Mong,"[3,4]"
586.0,0.94,1.0,f,t,t,f,10,1,1.0,1.0,4.41,Private room,Yau Tsim Mong,"[4,5]"
550.0,0.94,1.0,f,t,t,f,10,2,1.0,1.0,4.52,Private room,Yau Tsim Mong,"[4,5]"
586.0,0.94,1.0,f,t,t,f,10,2,1.0,1.0,4.46,Private room,Yau Tsim Mong,"[4,5]"
354.0,0.94,1.0,f,t,t,f,10,2,1.0,1.0,4.39,Private room,Yau Tsim Mong,"[4,5]"
324.0,0.94,1.0,f,t,t,f,10,2,1.0,1.0,4.56,Private room,Yau Tsim Mong,"[4,5]"
550.0,0.94,1.0,f,t,t,f,10,2,1.0,1.0,4.52,Private room,Yau Tsim Mong,"[4,5]"
319.0,0.94,1.0,f,t,t,f,10,2,1.0,1.0,4.57,Private room,Yau Tsim Mong,"[4,5]"
1004.0,0.99,1.0,t,t,t,t,11,1,1.0,1.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
1261.0,0.99,1.0,t,t,t,t,11,1,1.0,2.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
873.0,0.92,1.0,f,t,t,f,6,2,1.5,1.0,4.57,Entire home/apt,Central & Western,"[4,5]"
412.0,1.0,1.0,t,t,t,t,8,2,1.0,1.0,4.79,Private room,Yau Tsim Mong,"[4,5]"
748.0,1.0,1.0,t,t,t,t,8,2,1.0,2.0,4.79,Private room,Yau Tsim Mong,"[4,5]"
543.0,0.0,,f,t,t,f,3,2,1.0,1.0,4.88,Private room,Wan Chai,"[4,5]"
334.0,1.0,1.0,t,t,t,t,8,1,1.0,1.0,4.8,Private room,Yau Tsim Mong,"[4,5]"
443.0,0.78,0.75,f,t,t,f,16,2,1.0,1.0,4.19,Private room,Yau Tsim Mong,"[4,5]"
272.0,0.45,0.9,f,t,t,f,69,1,1.0,1.0,4.0,Private room,Central & Western,"[3,4]"
254.0,0.45,0.9,f,t,t,f,69,1,1.0,1.0,5.0,Private room,Central & Western,"[4,5]"
380.0,1.0,1.0,f,t,t,t,65,8,3.0,8.0,4.56,Shared room,Wan Chai,"[4,5]"
513.0,1.0,1.0,t,t,t,t,8,2,1.0,1.0,4.74,Entire home/apt,Yau Tsim Mong,"[4,5]"
600.0,0.5,,f,t,f,f,3,3,1.0,2.0,4.23,Private room,Wan Chai,"[4,5]"
398.0,0.58,1.0,f,t,t,f,1,1,1.0,1.0,4.95,Private room,Sha Tin,"[4,5]"
920.25,0.81,1.0,t,t,t,f,13,12,2.0,7.0,4.73,Entire home/apt,Islands,"[4,5]"
370.0,,,f,t,f,f,6,4,1.0,2.0,4.57,Private room,Yau Tsim Mong,"[4,5]"
299.0,0.0,1.0,f,t,t,f,2,2,1.5,1.0,4.85,Private room,Sham Shui Po,"[4,5]"
550.0,0.92,0.9,t,t,t,f,4,2,1.0,1.0,4.73,Private room,Sai Kung,"[4,5]"
300.0,1.0,,t,t,f,f,2,1,1.0,1.0,4.58,Shared room,Sha Tin,"[4,5]"
400.0,1.0,,f,t,f,f,1,2,1.0,2.0,,Private room,Yau Tsim Mong,
594.0,0.43,0.97,f,t,t,f,126,2,1.0,1.0,4.67,Entire home/apt,Central & Western,"[4,5]"
800.0,0.94,1.0,f,t,t,f,10,2,1.0,1.0,,Shared room,Yau Tsim Mong,
495.0,1.0,1.0,t,t,t,t,8,2,1.0,1.0,4.83,Private room,Yau Tsim Mong,"[4,5]"
527.0,1.0,0.97,f,t,t,t,39,2,1.5,1.0,4.71,Entire home/apt,Yau Tsim Mong,"[4,5]"
450.0,1.0,1.0,f,t,t,t,8,2,1.0,2.0,4.47,Private room,Yau Tsim Mong,"[4,5]"
350.0,1.0,1.0,f,t,t,t,8,2,1.0,2.0,4.48,Private room,Yau Tsim Mong,"[4,5]"
350.0,1.0,1.0,f,t,t,t,8,2,1.0,2.0,4.36,Private room,Yau Tsim Mong,"[4,5]"
500.0,1.0,1.0,f,t,t,t,8,3,1.0,2.0,4.38,Private room,Yau Tsim Mong,"[4,5]"
350.0,1.0,1.0,f,t,t,t,8,2,1.0,1.0,4.56,Private room,Yau Tsim Mong,"[4,5]"
674.0,0.92,1.0,t,t,t,t,30,2,1.0,1.0,4.72,Private room,Yau Tsim Mong,"[4,5]"
674.0,0.92,1.0,t,t,t,t,30,2,1.0,2.0,4.62,Private room,Yau Tsim Mong,"[4,5]"
350.0,1.0,1.0,f,t,t,t,8,2,1.0,1.0,4.58,Private room,Yau Tsim Mong,"[4,5]"
621.0,0.15,0.4,f,t,t,f,15,2,1.0,1.0,4.0,Private room,Yau Tsim Mong,"[3,4]"
721.0,0.15,0.4,f,t,t,f,15,3,1.0,2.0,4.07,Private room,Yau Tsim Mong,"[4,5]"
621.0,0.15,0.4,f,t,t,f,15,2,1.0,2.0,4.2,Private room,Yau Tsim Mong,"[4,5]"
721.0,0.15,0.4,f,t,t,f,15,2,1.0,2.0,4.33,Private room,Yau Tsim Mong,"[4,5]"
721.0,0.15,0.4,f,t,t,f,15,3,1.0,2.0,4.69,Private room,Yau Tsim Mong,"[4,5]"
721.0,0.15,0.4,f,t,t,f,15,3,1.0,2.0,4.51,Private room,Yau Tsim Mong,"[4,5]"
721.0,0.15,0.4,f,t,t,f,15,3,1.0,2.0,4.55,Private room,Yau Tsim Mong,"[4,5]"
721.0,0.15,0.4,f,t,t,f,15,3,1.0,2.0,4.5,Private room,Yau Tsim Mong,"[4,5]"
821.0,0.15,0.4,f,t,t,f,15,4,1.0,2.0,4.38,Private room,Yau Tsim Mong,"[4,5]"
821.0,0.15,0.4,f,t,t,f,15,4,1.0,2.0,4.36,Private room,Yau Tsim Mong,"[4,5]"
821.0,0.15,0.4,f,t,t,f,15,4,2.0,3.0,4.19,Private room,Yau Tsim Mong,"[4,5]"
821.0,0.15,0.4,f,t,t,f,15,4,1.0,2.0,4.44,Private room,Yau Tsim Mong,"[4,5]"
920.25,1.0,0.9,f,t,t,f,2,12,6.0,5.0,4.91,Entire home/apt,North,"[4,5]"
534.0,0.85,1.0,f,t,t,f,2,2,1.0,1.0,4.47,Entire home/apt,Central & Western,"[4,5]"
653.0,1.0,1.0,f,t,t,t,44,2,1.0,2.0,3.0,Private room,Yau Tsim Mong,"[2,3]"
493.0,1.0,1.0,f,t,t,t,44,2,1.0,2.0,3.0,Private room,Yau Tsim Mong,"[2,3]"
450.0,1.0,1.0,f,t,t,t,8,2,1.0,1.0,4.48,Private room,Yau Tsim Mong,"[4,5]"
280.0,0.99,1.0,t,t,t,t,11,1,0.0,1.0,4.75,Shared room,Yau Tsim Mong,"[4,5]"
297.0,0.99,1.0,t,t,t,t,11,1,0.0,1.0,4.69,Shared room,Yau Tsim Mong,"[4,5]"
644.0,0.92,1.0,t,t,t,t,30,2,1.0,1.0,4.57,Private room,Yau Tsim Mong,"[4,5]"
663.0,0.92,1.0,t,t,t,t,30,2,1.0,2.0,4.58,Private room,Yau Tsim Mong,"[4,5]"
500.0,1.0,1.0,t,t,t,t,8,2,1.0,1.0,4.84,Private room,Yau Tsim Mong,"[4,5]"
334.0,0.99,1.0,t,t,t,t,11,1,1.0,1.0,4.78,Shared room,Yau Tsim Mong,"[4,5]"
1750.0,1.0,1.0,f,t,t,f,12,2,1.0,3.0,4.6,Private room,Central & Western,"[4,5]"
417.0,1.0,1.0,t,t,t,t,8,2,1.0,1.0,4.8,Private room,Yau Tsim Mong,"[4,5]"
650.0,0.9,1.0,f,t,t,f,4,1,1.0,1.0,5.0,Private room,Central & Western,"[4,5]"
488.0,0.92,0.9,t,t,t,f,4,1,1.0,1.0,4.81,Private room,Sai Kung,"[4,5]"
1750.0,1.0,1.0,f,t,t,f,12,2,1.0,1.0,,Private room,Central & Western,
674.0,0.92,1.0,t,t,t,t,30,2,1.0,2.0,4.57,Private room,Yau Tsim Mong,"[4,5]"
514.0,0.93,1.0,f,t,t,f,32,1,1.0,1.0,4.68,Private room,Yau Tsim Mong,"[4,5]"
920.25,0.33,0.5,f,t,t,f,21,11,4.0,9.0,4.24,Entire home/apt,Yau Tsim Mong,"[4,5]"
658.0,1.0,1.0,t,t,t,t,46,3,1.0,2.0,4.4,Private room,Yau Tsim Mong,"[4,5]"
673.0,0.92,1.0,t,t,t,t,30,2,1.0,1.0,4.72,Private room,Yau Tsim Mong,"[4,5]"
674.0,0.92,1.0,t,t,t,t,30,2,1.0,1.0,4.46,Private room,Yau Tsim Mong,"[4,5]"
479.0,0.66,1.0,f,t,t,f,7,1,1.0,1.0,4.5,Private room,Wan Chai,"[4,5]"
920.25,1.0,1.0,f,t,t,f,1,6,2.5,4.0,4.91,Entire home/apt,Islands,"[4,5]"
911.0,0.0,1.0,f,t,t,f,2,2,1.0,1.0,,Private room,Eastern,
456.0,0.97,1.0,t,t,t,t,3,2,1.0,1.0,4.67,Private room,Yau Tsim Mong,"[4,5]"
519.0,0.97,1.0,t,t,t,t,3,2,1.0,2.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
1606.0,0.83,1.0,t,t,t,f,30,8,1.0,4.0,4.51,Entire home/apt,Yau Tsim Mong,"[4,5]"
726.0,0.92,1.0,t,t,t,t,30,3,1.0,2.0,4.25,Private room,Yau Tsim Mong,"[4,5]"
699.0,1.0,1.0,f,t,t,t,7,2,1.0,1.0,4.82,Private room,Yau Tsim Mong,"[4,5]"
582.0,0.97,1.0,t,t,t,t,3,3,1.0,2.0,4.0,Private room,Yau Tsim Mong,"[3,4]"
1200.0,0.84,1.0,t,t,t,f,8,2,1.0,1.0,4.83,Entire home/apt,Central & Western,"[4,5]"
1950.0,1.0,1.0,t,t,t,f,2,4,2.0,4.0,4.95,Entire home/apt,Yau Tsim Mong,"[4,5]"
887.0,0.72,1.0,t,t,t,f,21,4,1.0,2.0,3.88,Entire home/apt,Yau Tsim Mong,"[3,4]"
794.0,0.72,1.0,t,t,t,f,21,5,1.0,2.0,4.38,Entire home/apt,Yau Tsim Mong,"[4,5]"
820.0,0.0,1.0,f,t,t,f,1,3,1.0,2.0,4.75,Entire home/apt,Tsuen Wan,"[4,5]"
590.0,0.67,0.86,f,t,t,f,1,2,1.0,1.0,4.59,Entire home/apt,Central & Western,"[4,5]"
561.0,1.0,1.0,f,t,t,f,20,2,1.0,1.0,4.61,Private room,Yau Tsim Mong,"[4,5]"
771.0,0.91,1.0,t,t,t,f,2,2,1.0,1.0,4.88,Entire home/apt,Wan Chai,"[4,5]"
680.0,1.0,1.0,f,t,t,f,20,3,1.0,3.0,4.72,Private room,Yau Tsim Mong,"[4,5]"
138.0,0.77,1.0,t,t,t,f,10,1,4.5,1.0,4.4,Private room,Tuen Mun,"[4,5]"
663.0,0.92,1.0,t,t,t,t,30,2,1.0,2.0,4.7,Private room,Yau Tsim Mong,"[4,5]"
663.0,0.92,1.0,t,t,t,t,30,2,1.0,2.0,4.74,Private room,Yau Tsim Mong,"[4,5]"
782.0,0.92,1.0,t,t,t,t,30,3,1.0,2.0,4.81,Private room,Yau Tsim Mong,"[4,5]"
658.0,1.0,1.0,t,t,t,t,46,3,1.0,2.0,4.49,Private room,Yau Tsim Mong,"[4,5]"
611.0,0.92,1.0,t,t,t,t,30,2,1.0,1.0,4.45,Private room,Yau Tsim Mong,"[4,5]"
529.0,0.66,1.0,f,t,t,f,7,2,1.0,1.0,4.8,Private room,Wan Chai,"[4,5]"
379.0,0.85,0.8,f,t,t,f,8,2,1.0,2.0,4.0,Private room,Yau Tsim Mong,"[3,4]"
450.0,0.77,0.86,f,t,t,f,51,2,1.0,1.0,4.63,Entire home/apt,Yau Tsim Mong,"[4,5]"
738.0,0.92,1.0,t,t,t,t,30,3,1.0,2.0,4.68,Private room,Yau Tsim Mong,"[4,5]"
574.0,,,f,t,f,f,6,1,1.0,1.0,3.0,Private room,Yau Tsim Mong,"[2,3]"
507.0,0.77,0.86,f,t,t,f,51,3,1.0,2.0,4.54,Entire home/apt,Yau Tsim Mong,"[4,5]"
436.0,1.0,1.0,t,t,t,f,15,2,1.0,1.0,4.77,Private room,Yau Tsim Mong,"[4,5]"
291.0,0.0,1.0,f,t,t,f,1,2,1.0,1.0,4.91,Private room,Eastern,"[4,5]"
464.0,1.0,1.0,t,t,t,t,15,2,1.0,2.0,4.76,Private room,Yau Tsim Mong,"[4,5]"
416.0,1.0,1.0,t,t,t,f,15,2,1.0,1.0,4.73,Private room,Yau Tsim Mong,"[4,5]"
180.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Private room,Sham Shui Po,
180.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Private room,Central & Western,
180.0,0.32,1.0,f,t,t,f,503,2,1.0,1.0,,Private room,Yau Tsim Mong,
421.0,1.0,1.0,t,t,t,f,15,2,1.0,1.0,4.84,Private room,Yau Tsim Mong,"[4,5]"
536.0,1.0,1.0,t,t,t,t,15,2,1.0,2.0,4.86,Private room,Yau Tsim Mong,"[4,5]"
1200.0,0.63,1.0,f,t,t,f,2,2,1.0,1.0,4.87,Entire home/apt,Islands,"[4,5]"
485.0,1.0,0.83,f,t,t,t,59,2,1.0,1.0,4.08,Private room,Yau Tsim Mong,"[4,5]"
329.0,1.0,0.83,f,t,t,t,59,2,1.5,1.0,4.07,Private room,Yau Tsim Mong,"[4,5]"
436.0,1.0,1.0,f,t,t,t,24,2,1.0,1.0,4.2,Private room,Yau Tsim Mong,"[4,5]"
457.0,0.77,0.86,f,t,t,f,51,2,1.0,1.0,4.67,Entire home/apt,Yau Tsim Mong,"[4,5]"
479.0,0.99,0.85,f,t,t,t,8,3,1.5,2.0,4.52,Private room,Yau Tsim Mong,"[4,5]"
471.0,1.0,1.0,f,t,t,t,24,2,1.0,2.0,4.41,Private room,Yau Tsim Mong,"[4,5]"
591.0,0.71,0.97,t,t,t,f,5,2,0.5,2.0,4.9,Private room,Islands,"[4,5]"
1210.0,0.61,1.0,f,t,t,f,6,5,1.0,3.0,4.83,Private room,Islands,"[4,5]"
761.0,0.71,0.97,t,t,t,f,5,2,1.0,1.0,4.75,Private room,Islands,"[4,5]"
789.0,0.61,1.0,f,t,t,f,6,2,1.0,1.0,4.89,Private room,Islands,"[4,5]"
730.0,0.71,0.97,t,t,t,f,5,2,1.0,2.0,4.87,Private room,Islands,"[4,5]"
703.0,0.61,1.0,f,t,t,f,6,2,1.0,1.0,4.83,Private room,Islands,"[4,5]"
754.0,0.61,1.0,f,t,t,f,6,2,1.0,2.0,4.95,Private room,Islands,"[4,5]"
459.0,1.0,1.0,f,t,t,t,24,2,1.0,2.0,4.55,Private room,Yau Tsim Mong,"[4,5]"
471.0,1.0,1.0,f,t,t,t,24,2,1.0,2.0,3.5,Private room,Yau Tsim Mong,"[3,4]"
432.0,1.0,1.0,f,t,t,t,24,2,1.0,1.0,4.38,Private room,Yau Tsim Mong,"[4,5]"
180.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Private room,Eastern,
561.0,0.71,0.97,t,t,t,f,5,2,0.5,1.0,4.89,Private room,Islands,"[4,5]"
180.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Private room,Central & Western,
217.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Entire home/apt,Wan Chai,
217.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Entire home/apt,Central & Western,
658.0,1.0,1.0,t,t,t,t,46,3,1.0,2.0,4.48,Private room,Yau Tsim Mong,"[4,5]"
920.25,,,f,t,t,f,6,2,1.0,2.0,,Private room,Yau Tsim Mong,
516.0,1.0,1.0,f,t,t,t,24,3,1.0,2.0,4.19,Private room,Yau Tsim Mong,"[4,5]"
648.0,1.0,0.97,f,t,t,t,39,2,1.5,1.0,4.21,Private room,Yau Tsim Mong,"[4,5]"
920.25,0.71,0.97,t,t,t,f,5,8,3.0,6.0,4.9,Private room,Islands,"[4,5]"
564.0,1.0,1.0,t,t,t,t,46,2,1.0,1.0,4.38,Private room,Yau Tsim Mong,"[4,5]"
546.0,1.0,1.0,t,t,t,t,46,2,1.0,1.0,4.54,Private room,Yau Tsim Mong,"[4,5]"
1015.0,1.0,1.0,t,t,t,t,46,4,1.0,2.0,4.1,Hotel room,Yau Tsim Mong,"[4,5]"
570.0,1.0,1.0,t,t,t,t,46,2,1.0,2.0,4.44,Private room,Yau Tsim Mong,"[4,5]"
180.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Private room,Yau Tsim Mong,
270.0,0.61,0.43,t,t,t,f,18,1,1.0,1.0,5.0,Entire home/apt,Wan Chai,"[4,5]"
200.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Private room,Central & Western,
180.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Private room,Wan Chai,
217.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Private room,Yau Tsim Mong,
180.0,0.32,1.0,f,t,t,f,503,1,2.0,1.0,,Private room,Eastern,
180.0,0.32,1.0,f,t,t,f,503,1,1.0,5.0,,Private room,Wan Chai,
569.0,1.0,1.0,t,t,t,f,2,3,1.0,1.0,4.57,Entire home/apt,Sha Tin,"[4,5]"
1777.0,0.88,1.0,f,t,t,f,2,5,2.0,3.0,4.9,Entire home/apt,Islands,"[4,5]"
920.25,1.0,1.0,f,t,t,f,59,6,2.0,3.0,4.51,Entire home/apt,Kowloon City,"[4,5]"
924.0,0.54,1.0,f,t,t,f,2,2,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
593.0,1.0,1.0,f,t,t,f,30,2,1.0,1.0,4.74,Private room,Yau Tsim Mong,"[4,5]"
906.0,1.0,1.0,f,t,t,f,30,3,1.0,2.0,4.81,Private room,Yau Tsim Mong,"[4,5]"
451.0,1.0,1.0,f,t,t,f,30,1,1.0,1.0,4.75,Private room,Yau Tsim Mong,"[4,5]"
343.0,0.82,1.0,f,t,t,f,10,2,1.0,1.0,4.43,Entire home/apt,Yau Tsim Mong,"[4,5]"
920.25,1.0,1.0,f,t,t,f,59,6,2.0,3.0,4.63,Entire home/apt,Kowloon City,"[4,5]"
230.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Private room,Wan Chai,
180.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Private room,Yau Tsim Mong,
180.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Private room,Wan Chai,
520.0,1.0,1.0,f,t,t,f,30,1,1.0,1.0,4.82,Private room,Yau Tsim Mong,"[4,5]"
240.0,0.32,1.0,f,t,t,f,503,2,1.0,1.0,,Private room,Eastern,
462.0,1.0,1.0,t,t,t,t,8,2,1.0,1.0,4.84,Entire home/apt,Yau Tsim Mong,"[4,5]"
160.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Private room,Wan Chai,
270.0,0.43,0.97,f,t,t,f,126,1,1.0,1.0,4.0,Entire home/apt,Yau Tsim Mong,"[3,4]"
450.0,0.2,,f,f,f,f,1,2,1.0,1.0,,Private room,Kowloon City,
919.0,1.0,1.0,t,t,t,f,2,2,1.0,1.0,4.96,Entire home/apt,Yau Tsim Mong,"[4,5]"
920.25,1.0,1.0,f,t,t,f,59,5,2.0,3.0,4.61,Entire home/apt,Kowloon City,"[4,5]"
380.0,1.0,1.0,f,t,t,t,65,8,2.0,6.0,4.45,Shared room,Wan Chai,"[4,5]"
